Marca temporal,Cuál es tu nivel de estudios,Qué ingeniería estudias/estudiaste,En qué universidad cursas/cursaste tu carrera de grado,Género,Trabajás en el rubro de la ingeniería que estudias/estudiaste,Tenés más de un trabajo,Cuál es tu situación particular de contratación,Es tu primer trabajo en el rubro,Tu empleador te paga el monotributo,Tu empleador respeta alguno de los siguientes derechos laborales,Cuántas horas trabajás por semana aproximadamente,Cuántos años de experiencia tenés en el rol (o en el rubro pero que sumen para tu rol),Tenés otras personas a cargo,Hacés home office,"Te dan alguno de estos ""beneficios""",Estás enmarcado/a en algún convenio,Te parece que la remuneración que recibís por tu trabajo es acorde a las horas que trabajás y las tareas que realizás,Cómo definís cuánto cobrás tus trabajos,Si podés definirlo: en promedio cuál es tu honorario por hora,Si querés dejanos algún comentario,Edad,¿tenés otros estudios relacionados con tu carrera,Ubicación de tu trabajo,Empleador,Remuneración mensual,Sector,Rol o área
2024-10-18 20:03:28.496,Estudiante (mayoritariamente 1er a 3er Nivel),Electrónica,UNSAM,Hombre,Empleado,No,Relación de dependencia registrada,No,,,45.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Celular, Día libre de cumpleaños, Indumentaria, Flexibilidad horaria",Comercio,Sí,,,,26.0,Tecnicatura,,Empresa Nacional Grande,1025000.0,Automatización,
2024-10-18 20:10:18.534,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Mecánica,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,30.0,1 o 2 años de experiencia,No,No,"Notebook, Celular, Comedor/vianda/plus por comida, Viáticos, Capacitaciones, Indumentaria, Flexibilidad horaria",SEIVARA,Sí,,,La consideración del sueldo es siempre en relación a otros sueldos. ,27.0,Cursos/Capacitaciones,,Empresa Multinacional,835918.0,Producción,Personal junior
2024-10-18 20:15:04.906,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Electrónica,UNSAM,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,Más de 10 años de experiencia,No,No,"Celular, Comedor/vianda/plus por comida, Indumentaria, Anualmente un premio anual de desempeño de la empresa por las ventas, representa un 30%/40% del sueldo aproximadamente. Es variable. Mensualmente se tiene 1 o 2 sábados en horas extras las cuales se abonan un 50% a 100% la hora trabajada.",CCT Perfumistas,Sí,,,"Lamentablemente como ingeniero no hay muchos trabajos que paguen lo que se debe, en varias ocasiones me ofrecieron cambiar de puesto hacia ingenieria, como ingeniero de proyectos, entre otros puestos pero el sueldo era el mismo o un poco menos de lo que cobro. ",37.0,Tecnicatura,,Empresa Multinacional,1916748.0,Mantenimiento eléctrico/electrónico de línea de producción.,
2024-10-18 20:43:36.365,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,6 a 10 años de experiencia,Más de 10,No,"Indumentaria, Vacaciones adicionales, Flexibilidad horaria",No,No,,,,29.0,Cursos/Capacitaciones,,Consultora Nacional PyME,1200000.0,Desarrollos inmobiliarios: vivienda privada u oficinas,Jefe/a de obra o de sector
2024-10-18 20:47:59.525,Estudiante (mayoritariamente 1er a 3er Nivel),Química,UTN,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,35.0,6 a 10 años de experiencia,No,No,"No, Indumentaria",No,No,,,,27.0,Cursos/Capacitaciones,,Estado,630000.0,Investigación,Asistente 
2024-10-18 20:58:11.082,Graduado/a,Sistemas/Informática,UTN,Hombre,Empleado,Sí,Relación de dependencia registrada,No,,,40.0,6 a 10 años de experiencia,De 1 a 3,1 o 2 días por semana,Flexibilidad horaria,No,Sí,,,,45.0,,,Estado,2900000.0,"Desarrollo web/aplicaciones, Big data, Base de datos",Líder de proyecto/Project Manager
2024-10-18 21:30:15.760,Graduado/a,Civil/Construcciones,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,40.0,1 o 2 años de experiencia,No,3 o 4 días por semana,"Notebook, Día libre de cumpleaños, Comedor/vianda/plus por comida, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria",No,Sí,,,,25.0,Cursos/Capacitaciones,,Consultora Nacional Grande,1900000.0,Industria energética,Proyectista de infraestructura hidráulica
2024-10-18 21:39:27.013,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Electrónica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,3 a 5 años de experiencia,No,No,"Día libre de cumpleaños, Vacaciones adicionales, Flexibilidad horaria",No,No,,,,40.0,,,Empresa Nacional PyME,1800000.0,Telecomunicaciones,
2024-10-18 21:52:23.215,Estudiante (mayoritariamente 1er a 3er Nivel),Electrónica,UTN,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,23.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Bonos por objetivos, Comedor/vianda/plus por comida, Capacitaciones, Vacaciones adicionales",No,No,,,,24.0,,,Empresa Multinacional,600000.0,Desarrollo de producto de cables/accesorios,
2024-10-18 22:19:25.483,Graduado/a,Química,UTN,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,45.0,6 a 10 años de experiencia,De 1 a 3,1 o 2 días por semana,"Notebook, Bonos por objetivos, Comedor/vianda/plus por comida, Capacitaciones",No,Sí,,,,36.0,Tecnicatura,,Empresa Multinacional,3200000.0,Energética,Ingenierx de procesos
2024-10-18 22:24:11.137,Estudiante cursada finalizada (sólo adeudo finales),Civil/Construcciones,UTN,Hombre,Freelance,No,,,,,30.0,6 a 10 años de experiencia,No,,,,,"Cobro por hora de trabajo, Cobro por trabajo finalizado",15000.0,,30.0,Cursos/Capacitaciones,,,700000.0,"Desarrollos inmobiliarios: vivienda privada u oficinas, Proyectos sociales: vivienda social, urbanización",Proyectista estructural/Calculista
2024-10-18 22:27:30.617,Estudiante cursada finalizada (sólo adeudo finales),Electrónica,UTN,Hombre,Empleado,No,Monotributista,Sí,"No. Lo pago yo, lo descuento de mi sueldo.","Vacaciones pagas, Días de vacaciones según antigüedad, Días de estudio pagos, Días por enfermedad pagos",9.0,1 o 2 años de experiencia,De 1 a 3,No,"Notebook, Capacitaciones, Flexibilidad horaria",No,No,,,Trabajo en una startup el sueldo no me parece bajo pero no me parece acorde a las responsabilidades que debo asumir ni a las tareas ya que son muy demandantes en cuanto a tiempos para resolverlas y a exigencias de conocimiento y habilidades ,29.0,Cursos/Capacitaciones,,Empresa Nacional PyME,1350000.0,Investigación,
2024-10-18 22:44:39.814,Graduado/a,Mecánica,UBA,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,45.0,1 o 2 años de experiencia,Más de 10,No,"Notebook, Celular, Comedor/vianda/plus por comida, Indumentaria, Vacaciones adicionales",No,No,,,,28.0,Cursos/Capacitaciones,,Empresa Nacional Grande,2200000.0,Mantenimiento,Supervisor 
2024-10-18 22:46:25.439,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Electrónica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,3 a 5 años de experiencia,No,No,Flexibilidad horaria,No,No,,,,25.0,,,Empresa Nacional PyME,1000000.0,Telecomunicaciones,
2024-10-18 23:28:42.521,Graduado/a,Civil/Construcciones,UBA,Hombre,Empleado,No,Monotributista,No,Si,"Vacaciones pagas, Días de vacaciones según antigüedad, Aguinaldo, Días por enfermedad pagos",45.0,6 a 10 años de experiencia,De 4 a 10,No,"Celular, Comedor/vianda/plus por comida",No,No,,,,43.0,Cursos/Capacitaciones,,Constructora Nacional Grande,3000000.0,Infraestructura vial o ferroviaria,Jefe/a de obra o de sector
2024-10-18 23:43:03.821,Estudiante (mayoritariamente 1er a 3er Nivel),Eléctrica,UTN,Hombre,Freelance,No,,,,,8.0,6 a 10 años de experiencia,No,,,,,Cobro por hora de trabajo,3000.0,,24.0,Cursos/Capacitaciones,,,,,Mantenimiento
2024-10-18 23:47:13.612,Graduado/a posgrado en curso,Civil/Construcciones,UNSa,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,1 o 2 años de experiencia,De 1 a 3,"Sí, casi siempre o siempre","Notebook, Día libre de cumpleaños, Capacitaciones, Flexibilidad horaria",No,No,,,,28.0,Cursos/Capacitaciones,,Consultora Nacional Grande,1130000.0,BIM MEP ,Dibujante
2024-10-19 00:40:07.115,Graduado/a,Civil/Construcciones,Unicen,Mujer,Empleado,No,Relación de dependencia registrada,No,,,12.0,1 o 2 años de experiencia,No,No,"Notebook, Celular, Comedor/vianda/plus por comida",No,No,,,Agradezco que trabajen en este proyecto. Los sueldos profesionales estan muy bajos en Argentina,38.0,Cursos/Capacitaciones,,Constructora Extranjera,1650000.0,Industria energética,Asistente técnico de documentación o proyectos
2024-10-19 00:53:56.299,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UNLu,Mujer,Empleado,No,Relación de dependencia registrada,No,,,20.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Día libre de cumpleaños, Comedor/vianda/plus por comida, Viáticos, Vacaciones adicionales, Flexibilidad horaria",No,Sí,,,,24.0,Cursos/Capacitaciones,,Empresa Multinacional,480000.0,Servicios,Ciencia de Datos
2024-10-19 01:02:22.716,Graduado/a,Ingeniería civil e ingeniería hidráulica,UNLP,Hombre,Empleado,Sí,Monotributista,No,Si,"Vacaciones pagas, Días de vacaciones según antigüedad, Días por enfermedad pagos",32.0,3 a 5 años de experiencia,No,1 o 2 días por semana,"Día libre de cumpleaños, Flexibilidad horaria",No,No,,,,26.0,,,Empresa Nacional PyME,908000.0,hidráulica,Proyectista
2024-10-19 01:42:22.510,Estudiante (mayoritariamente 1er a 3er Nivel),Mecánica,UTN,Hombre,Empleado,No,Informal,Sí,,"Vacaciones pagas, Días de vacaciones según antigüedad, Aguinaldo, Días de estudio pagos, Días por enfermedad pagos",35.0,No tengo experiencia o tengo menos de un año de experiencia,De 1 a 3,No,"Indumentaria, Flexibilidad horaria",No,Sí,,,,21.0,Tecnicatura,,Empresa Nacional PyME,640000.0,"Mantenimiento, Producción, Calidad, Operaciones",Personal junior
2024-10-19 01:58:19.443,Graduado/a,Electrónica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,No,1 o 2 días por semana,"Notebook, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Viáticos, Capacitaciones, Flexibilidad horaria",No,Sí,,,,27.0,,,Empresa Extranjera,3000000.0,Desarrollo de sistemas embebidos,
2024-10-19 06:55:48.146,Graduado/a posgrado en curso,Mecánica,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,45.0,6 a 10 años de experiencia,Más de 10,No,"Notebook, Celular, Bonos por objetivos, Comedor/vianda/plus por comida, Capacitaciones, Indumentaria, Vacaciones adicionales, Flexibilidad horaria",No,No,,,,31.0,Cursos/Capacitaciones,,Empresa Multinacional,2500000.0,Calidad,Personal calificado
2024-10-19 07:56:06.230,Graduado/a,Civil/Construcciones,UNLP,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,3 a 5 años de experiencia,Más de 10,No,"Notebook, Celular, Viáticos, Flexibilidad horaria",UECARA,No,,,,25.0,,,Constructora Nacional Grande,1600000.0,Infraestructura vial o ferroviaria,Jefe/a de obra o de sector
2024-10-19 08:40:24.516,Estudiante cursada finalizada (sólo adeudo finales),Electrónica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,No tengo experiencia o tengo menos de un año de experiencia,No,No,Flexibilidad horaria,No,Sí,,,,25.0,Tecnicatura,,Empresa Nacional PyME,650000.0,Telecomunicaciones,
2024-10-19 08:42:24.620,Estudiante cursada finalizada (sólo adeudo finales),Civil/Construcciones,UTN,Hombre,Freelance,Sí,,,,,10.0,1 o 2 años de experiencia,No,,,,,Cobro por hora de trabajo,6000.0,,25.0,,,,180000.0,"Proyectos sociales: vivienda social, urbanización, Infraestructura de servicios, Infraestructura vial o ferroviaria","Dibujante, Computista o presupuestista"
2024-10-19 09:41:44.879,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Mujer,Empleado,No,Monotributista,No,Si,"Vacaciones pagas, Aguinaldo, Días de estudio pagos, Días por enfermedad pagos",45.0,1 o 2 años de experiencia,De 1 a 3,No,"Notebook, Viáticos, Indumentaria, Flexibilidad horaria",No,No,,,Son lo mas; gracias por el laburo y la dedicacion que le ponen a todo!💙,23.0,,,Constructora Nacional PyME,902000.0,Desarrollos inmobiliarios: vivienda privada u oficinas,Jefe/a de obra o de sector
2024-10-19 09:46:55.598,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Electrónica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,48.0,6 a 10 años de experiencia,No,No,"Notebook, Celular, Viáticos, Capacitaciones, Indumentaria, Prepaga Medife",Comercio,No,,,,30.0,Tecnicatura,,Empresa Nacional PyME,1200000.0,Bioingeniería,
2024-10-19 09:55:36.078,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Mecánica,UTN,Hombre,Freelance,No,,,,,45.0,Más de 10 años de experiencia,No,,,,,Cobro por hora de trabajo,5500.0,,36.0,Cursos/Capacitaciones,,,1100000.0,,Diseño/Proyecto
2024-10-19 10:05:26.761,Estudiante (mayoritariamente 1er a 3er Nivel),Química,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,8.0,1 o 2 años de experiencia,No,No,"Comedor/vianda/plus por comida, Capacitaciones, Indumentaria",No,No,,,,21.0,Tecnicatura,,Empresa Nacional PyME,1470000.0,Farmaceutica,Analista de laboratorio
2024-10-19 10:10:07.918,Graduado/a posgrado en curso,Química,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,45.0,3 a 5 años de experiencia,No,1 o 2 días por semana,"Notebook, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Capacitaciones, Flexibilidad horaria",No,Sí,,,,34.0,Cursos/Capacitaciones,,Empresa Nacional Grande,1373000.0,Farmaceutica,Calidad
2024-10-19 10:37:59.040,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,20.0,1 o 2 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Día libre de cumpleaños, Comedor/vianda/plus por comida, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria",No,Sí,,,,26.0,,,Empresa Multinacional,464000.0,Servicios,Logística
2024-10-19 10:55:54.830,Graduado/a,Electromecánica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,55.0,1 o 2 años de experiencia,No,No,"Notebook, Celular, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Viáticos, Capacitaciones, Indumentaria, Vacaciones adicionales",No,No,,,,26.0,Cursos/Capacitaciones,,Empresa Nacional Grande,2250000.0,Construcción electromecánica,Ingeniero/a de obra
2024-10-19 11:00:35.746,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Electrónica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,45.0,1 o 2 años de experiencia,De 1 a 3,No,"Notebook, Celular, Capacitaciones, Indumentaria, Flexibilidad horaria",Comercio,No,,,,26.0,Cursos/Capacitaciones,,Empresa Nacional PyME,794000.0,Automatización,
2024-10-19 11:21:36.370,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Hombre,Empleado,No,Monotributista,Sí,Si,"Vacaciones pagas, Días de vacaciones según antigüedad, Días de estudio pagos, Días por enfermedad pagos",20.0,1 o 2 años de experiencia,No,No,"Bonos por objetivos, Viáticos, Capacitaciones, Indumentaria, Flexibilidad horaria",No,Sí,,,,28.0,Tecnicatura,,Consultora Nacional PyME,580000.0,"Industrias en general, no energética, Infraestructura de servicios",Dibujante
2024-10-19 11:35:47.994,Graduado/a,Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,45.0,1 o 2 años de experiencia,No,No,No,SUP,No,,,"Muy buena la idea que tuvieron, los felicito 🙂",30.0,,,Constructora Nacional PyME,1000000.0,"Industrias en general, no energética, Infraestructura vial o ferroviaria","Proyectista estructural/Calculista, Dibujante, Computista o presupuestista, Asistente técnico de documentación o proyectos"
2024-10-19 11:45:48.197,Graduado/a,Civil/Construcciones,UTN,Hombre,Empleado,Sí,Relación de dependencia registrada,No,,,25.0,3 a 5 años de experiencia,No,"Sí, casi siempre o siempre","Capacitaciones, Flexibilidad horaria",No,No,,,"Excelente iniciativa, hace no mucho obtener esta información requería hablar temas ""tabú"" con amigos o colegas.",31.0,Cursos/Capacitaciones,,Consultora Nacional PyME,430000.0,Infraestructura de servicios,Asistente técnico de documentación o proyectos
2024-10-19 11:46:38.312,Estudiante cursada finalizada (sólo adeudo finales),Electrónica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,30.0,1 o 2 años de experiencia,No,No,"Día libre de cumpleaños, Bonos por objetivos, Capacitaciones, Obra social OSDE",No,Sí,,,,24.0,Cursos/Capacitaciones,,Empresa Nacional PyME,1300000.0,Telecomunicaciones,
2024-10-19 12:15:31.105,Estudiante (mayoritariamente 1er a 3er Nivel),Química,UTN,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,8.0,No tengo experiencia o tengo menos de un año de experiencia,No,No,No,UOCRA,No,,,"En mi experiencia, te piden muchos requisitos sin querer capacitarte, muchos entran por contacto no porque realmente hagan una entrevista, no quieren pagar lo que corresponde al trabajo que se realiza y todavía sigue muy presente la discriminación por género en los ambientes laborales. ",31.0,Cursos/Capacitaciones,,Empresa Nacional Grande,203901.0,Energética,Me figuraba oficial mecánico pero trabajé como analista químico 
2024-10-19 12:53:16.426,Estudiante (mayoritariamente 1er a 3er Nivel),Sistemas/Informática,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,1 o 2 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Día libre de cumpleaños, Flexibilidad horaria",No,No,,,,24.0,Cursos/Capacitaciones,,Empresa Nacional PyME,1250000.0,Desarrollo web/aplicaciones,Desarrollador/programador
2024-10-19 13:09:02.026,Graduado/a,Industrial,UNS,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Celular, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Viáticos, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria, 2 sueldos",No,No,,,,28.0,Cursos/Capacitaciones,,Empresa Nacional Grande,1500000.0,Automotriz,Producción
2024-10-19 13:12:01.452,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Sistemas/Informática,UTN,Hombre,Empleado,No,Monotributista,Sí,"No. Lo pago yo, lo descuento de mi sueldo.","Vacaciones pagas, Días de estudio pagos, Días por enfermedad pagos",30.0,No tengo experiencia o tengo menos de un año de experiencia,No,3 o 4 días por semana,"Notebook, Capacitaciones, Flexibilidad horaria",No,Sí,,,,22.0,,,Empresa Nacional PyME,650000.0,Desarrollo web/aplicaciones,Desarrollador/programador
2024-10-19 13:18:31.126,Graduado/a,Civil/Construcciones,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,No,1 o 2 días por semana,"Notebook, Celular, Día libre de cumpleaños, Bonos por objetivos, Viáticos, Capacitaciones, Indumentaria, Vacaciones adicionales, Flexibilidad horaria",No,Sí,,,,27.0,Cursos/Capacitaciones,,Constructora Extranjera,1400000.0,Infraestructura de servicios,Planificación o gestión de proyectos
2024-10-19 13:36:34.647,Graduado/a posgrado en curso,Electrónica,UTN,Hombre,Empleado,Sí,Relación de dependencia registrada,No,,,45.0,Más de 10 años de experiencia,De 4 a 10,No,"No, Capacitaciones, Flexibilidad horaria",No,No,,,,37.0,"Tecnicatura, Cursos/Capacitaciones",,Estado,1200000.0,Investigación,
2024-10-19 13:38:53.382,Graduado/a posgrado finalizado,Industrial,UNCAUS,Hombre,Empleado,No,Relación de dependencia registrada,No,,,48.0,3 a 5 años de experiencia,No,No,"Notebook, Celular, Comedor/vianda/plus por comida, Capacitaciones, Indumentaria, Flexibilidad horaria, OSDE 210",No,No,,,"Es muy difícil, un ingeniero gana lo mismo que un operario sin ningún tipo de calificación, muchas diferencias salariales, mi trabajo en una terminal gana fácil el doble pero estoy en una autopartista, las mejoras que recibimos es por el aumento que SMATA tiene y es un ajuste menor a ese ajuste. Es una industria dinámica, fluctuante, demándate,  tremendamente conflictiva. No tenés ningún tipo de protección,  se corre detrás de producción y detrás del gremio todo el tiempo. Se aprende muchísimo. Salvo los químicos creo que no existe otra industria que pague bien.",37.0,Cursos/Capacitaciones,,Empresa Multinacional,1300000.0,Automotriz,Producción
2024-10-19 13:44:37.377,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Naval,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,45.0,1 o 2 años de experiencia,No,3 o 4 días por semana,"Día libre de cumpleaños, Viáticos, Flexibilidad horaria",No,No,,,,26.0,Tecnicatura,,Empresa Nacional PyME,1250000.0,Naval,Analista
2024-10-19 13:55:14.537,Graduado/a posgrado en curso,Civil/Construcciones,UNLP,Mujer,Empleado,No,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,De 1 a 3,No,"Viáticos, Capacitaciones",CCT Viales,Sí,,,,31.0,Cursos/Capacitaciones,,Estado,1600000.0,Infraestructura vial o ferroviaria,"Inspección de obra, Asistente técnico de documentación o proyectos"
2024-10-19 14:39:31.303,Graduado/a posgrado finalizado,Civil/Construcciones,UNLP,Hombre,Empleado,No,Monotributista,No,"No. Lo pago yo, lo descuento de mi sueldo.","Vacaciones pagas, Días de estudio pagos",40.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Flexibilidad horaria",No,No,,,,26.0,Cursos/Capacitaciones,,Consultora Extranjera,1000000.0,Infraestructura vial o ferroviaria,Proyectista estructural/Calculista
2024-10-19 16:15:12.512,Graduado/a posgrado en curso,Civil/Construcciones,UBA,Hombre,Empleado,Sí,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,No,No,Indumentaria,STV,No,,,,31.0,Cursos/Capacitaciones,,Estado,1000000.0,Infraestructura vial o ferroviaria,"Proyectista vial, Investigador/a"
2024-10-19 16:25:18.783,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Hombre,Empleado,Sí,Monotributista,Sí,"No. Lo pago yo, lo descuento de mi sueldo.","Días de vacaciones según antigüedad, Días de estudio pagos, Días por enfermedad pagos",30.0,1 o 2 años de experiencia,No,No,"Celular, Indumentaria, Flexibilidad horaria",No,No,,,,31.0,,,Estado,760000.0,"Proyectos sociales: vivienda social, urbanización, Infraestructura de servicios","Asistente técnico de documentación o proyectos, Planificación o gestión de proyectos"
2024-10-19 16:35:18.941,Graduado/a,Civil/Construcciones,UTN,Mujer,Empleado,No,Monotributista,Sí,"No. Lo pago yo, lo descuento de mi sueldo.","Vacaciones pagas, Días de vacaciones según antigüedad, Días de estudio pagos, Días por enfermedad pagos",35.0,1 o 2 años de experiencia,No,1 o 2 días por semana,No,No,No,,,,28.0,,,Estado,900000.0,Obra de saneamiento y agua,Proyectista de infraestructura hidráulica
2024-10-19 16:41:53.657,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UTN,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,30.0,1 o 2 años de experiencia,No,3 o 4 días por semana,"Notebook, Comedor/vianda/plus por comida, Viáticos, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria",No,Sí,,,,24.0,,,Empresa Multinacional,660000.0,Metalúrgica,Planificación
2024-10-19 17:06:39.972,Estudiante cursada finalizada (sólo adeudo finales),Civil/Construcciones,UTN,Hombre,Empleado,No,Monotributista,No,Si,"Vacaciones pagas, Aguinaldo, Días de estudio pagos, Días por enfermedad pagos",45.0,1 o 2 años de experiencia,No,No,No,No,No,,,,26.0,,,Consultora Nacional PyME,550000.0,"Desarrollos inmobiliarios: vivienda privada u oficinas, Industrias en general, no energética","Proyectista estructural/Calculista, Dibujante, Asistente técnico de documentación o proyectos"
2024-10-19 17:11:26.590,Estudiante cursada finalizada (sólo adeudo finales),Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,45.0,6 a 10 años de experiencia,No,1 o 2 días por semana,"Notebook, Celular, Viáticos, Capacitaciones, Indumentaria, Flexibilidad horaria",No,No,,,,32.0,Cursos/Capacitaciones,,Consultora Extranjera,1300000.0,"Industrias en general, no energética",Asistente técnico de documentación o proyectos
2024-10-19 17:59:36.458,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UTN,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,3 a 5 años de experiencia,No,No,"Notebook, Celular, Bonos por objetivos",Luz y Fuerza,No,,,,25.0,,,Empresa Nacional Grande,1490000.0,Energía,Compras
2024-10-19 18:17:25.241,Graduado/a posgrado en curso,Electrónica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,De 1 a 3,No,"Notebook, Bonos por objetivos, Viáticos, Capacitaciones, Flexibilidad horaria",No,No,,,,32.0,,,Estado,850000.0,Microfabricación,
2024-10-19 21:01:05.936,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,45.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Celular, Comedor/vianda/plus por comida, Capacitaciones, Indumentaria",No,Sí,,,,26.0,,,Consultora Nacional Grande,1600000.0,Cementera / hormigonera,Planificación o gestión de proyectos
2024-10-19 21:26:36.051,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Electrónica,UTN,Hombre,Empleado,Sí,Relación de dependencia registrada,Sí,,,39.0,3 a 5 años de experiencia,De 1 a 3,No,Flexibilidad horaria,No,No,,,,30.0,Cursos/Capacitaciones,,Estado,850000.0,Bioingeniería,
2024-10-19 22:10:55.908,Estudiante (mayoritariamente 1er a 3er Nivel),Civil/Construcciones,UTN,Hombre,Freelance,Sí,,,,,40.0,3 a 5 años de experiencia,No,,,,,Cobro por trabajo finalizado,6000.0,,38.0,Cursos/Capacitaciones,,,800000.0,Infraestructura de servicios,Mantenimiento
2024-10-20 11:05:08.837,Graduado/a posgrado finalizado,Electrónica,UTN,Hombre,Empleado,No,Monotributista,No,"No. Lo pago yo, lo descuento de mi sueldo.","Vacaciones pagas, Días de vacaciones según antigüedad, Aguinaldo, Días por enfermedad pagos",25.0,Más de 10 años de experiencia,No,No,"Celular, Comedor/vianda/plus por comida, Capacitaciones, Flexibilidad horaria",UOM,Sí,,,Gracias por la iniciativa!,42.0,"Tecnicatura, Cursos/Capacitaciones",,Empresa Nacional PyME,1600000.0,Automatización,
2024-10-20 12:50:12.105,Estudiante (mayoritariamente 1er a 3er Nivel),Sistemas/Informática,UTN,Hombre,Empleado,Sí,Monotributista,No,"No. Lo pago yo, lo descuento de mi sueldo.","Vacaciones pagas, Días de vacaciones según antigüedad, Aguinaldo, Días por enfermedad pagos",30.0,3 a 5 años de experiencia,De 4 a 10,"Sí, casi siempre o siempre","Notebook, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Capacitaciones, Indumentaria, Flexibilidad horaria",No,Sí,,,,21.0,,,Empresa Extranjera,2500000.0,Infraestructura de servicios,Ingeniero de software
